"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Q0003_BC00102","Q0003_BC00104","Q0003_BC00105","Q0003_BC00106","Q0003_BC00107","Q0003_BC00108","Q0003_BC00110","Q0003_BC00111","Q0003_BC00117","Q0003_BC00118","Q0003_BC00201","Q0003_BC00211","Q0003_BC00303","Q0003_BC00304","Q0003_BC00310","Q0003_BC00406","Q0003_BC00410-2","Q0003_BC00416","Q0003_BH404","Q0003_HB00604","Q0003_MC00105","Q0003_MC00111","Q0003_MC00114-1","Q0003_MC00115-2","Q0003_MC00201","Q0003_MC00203","Q0003_MC00205","Q0003_MC00210","Q0003_MC00211","Q0003_MC00214","Q0003_MC00215","Q0003_MC00216","Q0003_MC0026","Q0003_TC00102","Q0003_TC00512","Q0003_TC00516","Q0003_TC00522","Q0003_TC00523","R0047_DABST013","R0047_DADST035","R0047_MH0081","R0047_TC0201","R0047_TH0405","R0051_BC00101","R0051_BC00115","R0051_BC00306","R0051_BH00403","R0051_DADST084","R0051_DADST088","R0051_HK2002","R0051_TC00219","R0051_TC00402","R0051_TC00505"
"group_4178","","hypothetical protein","53","53","1","1","1447","","","","116","116","116","Q0003_BC00102_01185","Q0003_BC00104_00679","Q0003_BC00105_00647","Q0003_BC00106_01187","Q0003_BC00107_01185","Q0003_BC00108_01037","Q0003_BC00110_01114","Q0003_BC00111_01093","Q0003_BC00117_02474","Q0003_BC00118_02486","Q0003_BC00201_00816","Q0003_BC00211_02069","Q0003_BC00303_00707","Q0003_BC00304_01018","Q0003_BC00310_01641","Q0003_BC00406_00686","Q0003_BC00410-2_00343","Q0003_BC00416_01933","Q0003_BH404_01753","Q0003_HB00604_00077","Q0003_MC00105_01456","Q0003_MC00111_01618","Q0003_MC00114-1_00152","Q0003_MC00115-2_01618","Q0003_MC00201_01489","Q0003_MC00203_01922","Q0003_MC00205_01107","Q0003_MC00210_00891","Q0003_MC00211_01620","Q0003_MC00214_00457","Q0003_MC00215_02215","Q0003_MC00216_01112","Q0003_MC0026_01920","Q0003_TC00102_00740","Q0003_TC00512_01112","Q0003_TC00516_00370","Q0003_TC00522_00077","Q0003_TC00523_00077","R0047_DABST013_01056","R0047_DADST035_00296","R0047_MH0081_01378","R0047_TC0201_01512","R0047_TH0405_01203","R0051_BC00101_02415","R0051_BC00115_01892","R0051_BC00306_00291","R0051_BH00403_02132","R0051_DADST084_00054","R0051_DADST088_00374","R0051_HK2002_02099","R0051_TC00219_00892","R0051_TC00402_00540","R0051_TC00505_00824"
"argR_2","","Arginine repressor","53","53","1","1","1338","","","","452","452","452","Q0003_BC00102_01114","Q0003_BC00104_00750","Q0003_BC00105_00570","Q0003_BC00106_01116","Q0003_BC00107_01114","Q0003_BC00108_00960","Q0003_BC00110_01191","Q0003_BC00111_01170","Q0003_BC00117_01331","Q0003_BC00118_00398","Q0003_BC00201_00887","Q0003_BC00211_02147","Q0003_BC00303_00848","Q0003_BC00304_01096","Q0003_BC00310_01009","Q0003_BC00406_00760","Q0003_BC00410-2_00273","Q0003_BC00416_02513","Q0003_BH404_00278","Q0003_HB00604_00218","Q0003_MC00105_00229","Q0003_MC00111_01546","Q0003_MC00114-1_00080","Q0003_MC00115-2_01546","Q0003_MC00201_01567","Q0003_MC00203_02000","Q0003_MC00205_01185","Q0003_MC00210_00969","Q0003_MC00211_01698","Q0003_MC00214_00535","Q0003_MC00215_02137","Q0003_MC00216_01190","Q0003_MC0026_01998","Q0003_TC00102_00663","Q0003_TC00512_01183","Q0003_TC00516_00229","Q0003_TC00522_00218","Q0003_TC00523_00218","R0047_DABST013_01711","R0047_DADST035_00226","R0047_MH0081_01492","R0047_TC0201_01212","R0047_TH0405_02183","R0051_BC00101_02466","R0051_BC00115_02125","R0051_BC00306_01705","R0051_BH00403_02054","R0051_DADST084_00131","R0051_DADST088_00451","R0051_HK2002_00492","R0051_TC00219_00963","R0051_TC00402_01002","R0051_TC00505_00960"
"group_4180","","hypothetical protein","53","53","1","1","1118","","","","491","491","491","Q0003_BC00102_01519","Q0003_BC00104_01739","Q0003_BC00105_01809","Q0003_BC00106_01619","Q0003_BC00107_01616","Q0003_BC00108_01336","Q0003_BC00110_01244","Q0003_BC00111_01659","Q0003_BC00117_01953","Q0003_BC00118_01766","Q0003_BC00201_01091","Q0003_BC00211_01798","Q0003_BC00303_01053","Q0003_BC00304_01781","Q0003_BC00310_00472","Q0003_BC00406_01957","Q0003_BC00410-2_00064","Q0003_BC00416_01217","Q0003_BH404_00074","Q0003_HB00604_00423","Q0003_MC00105_00024","Q0003_MC00111_01927","Q0003_MC00114-1_01443","Q0003_MC00115-2_02016","Q0003_MC00201_01648","Q0003_MC00203_01558","Q0003_MC00205_02013","Q0003_MC00210_01561","Q0003_MC00211_01983","Q0003_MC00214_01999","Q0003_MC00215_01602","Q0003_MC00216_02186","Q0003_MC0026_01556","Q0003_TC00102_01074","Q0003_TC00512_01617","Q0003_TC00516_00024","Q0003_TC00522_01593","Q0003_TC00523_00423","R0047_DABST013_02456","R0047_DADST035_00024","R0047_MH0081_01296","R0047_TC0201_02108","R0047_TH0405_01828","R0051_BC00101_01192","R0051_BC00115_00543","R0051_BC00306_02065","R0051_BH00403_01871","R0051_DADST084_01368","R0051_DADST088_02062","R0051_HK2002_01271","R0051_TC00219_01167","R0051_TC00402_01774","R0051_TC00505_01162"
"group_4181","","hypothetical protein","53","53","1","1","2665","","","","191","191","191","Q0003_BC00102_00850","Q0003_BC00104_00145","Q0003_BC00105_00840","Q0003_BC00106_00865","Q0003_BC00107_00863","Q0003_BC00108_02102","Q0003_BC00110_02260","Q0003_BC00111_00068","Q0003_BC00117_00412","Q0003_BC00118_01002","Q0003_BC00201_01351","Q0003_BC00211_00294","Q0003_BC00303_01217","Q0003_BC00304_02346","Q0003_BC00310_00169","Q0003_BC00406_01390","Q0003_BC00410-2_01769","Q0003_BC00416_00046","Q0003_BH404_01060","Q0003_HB00604_01765","Q0003_MC00105_01228","Q0003_MC00111_00949","Q0003_MC00114-1_02496","Q0003_MC00115-2_00949","Q0003_MC00201_00587","Q0003_MC00203_01101","Q0003_MC00205_00583","Q0003_MC00210_01788","Q0003_MC00211_00287","Q0003_MC00214_00817","Q0003_MC00215_00584","Q0003_MC00216_00068","Q0003_MC0026_01297","Q0003_TC00102_01663","Q0003_TC00512_00850","Q0003_TC00516_01780","Q0003_TC00522_01636","Q0003_TC00523_00466","R0047_DABST013_00438","R0047_DADST035_02247","R0047_MH0081_00947","R0047_TC0201_00106","R0047_TH0405_00444","R0051_BC00101_02124","R0051_BC00115_02445","R0051_BC00306_00150","R0051_BH00403_00068","R0051_DADST084_01585","R0051_DADST088_02300","R0051_HK2002_02582","R0051_TC00219_00684","R0051_TC00402_00646","R0051_TC00505_01275"
"group_4182","","hypothetical protein","53","53","1","1","3762","","","","302","302","302","Q0003_BC00102_01795","Q0003_BC00104_01532","Q0003_BC00105_02018","Q0003_BC00106_01904","Q0003_BC00107_01800","Q0003_BC00108_02328","Q0003_BC00110_02090","Q0003_BC00111_02347","Q0003_BC00117_01829","Q0003_BC00118_01842","Q0003_BC00201_01832","Q0003_BC00211_01645","Q0003_BC00303_02169","Q0003_BC00304_02186","Q0003_BC00310_01530","Q0003_BC00406_02129","Q0003_BC00410-2_02196","Q0003_BC00416_02257","Q0003_BH404_01682","Q0003_HB00604_02157","Q0003_MC00105_01810","Q0003_MC00111_02120","Q0003_MC00114-1_01850","Q0003_MC00115-2_02059","Q0003_MC00201_02213","Q0003_MC00203_02142","Q0003_MC00205_02107","Q0003_MC00210_02162","Q0003_MC00211_02268","Q0003_MC00214_02210","Q0003_MC00215_02317","Q0003_MC00216_02070","Q0003_MC0026_02056","Q0003_TC00102_02253","Q0003_TC00512_01801","Q0003_TC00516_02160","Q0003_TC00522_02147","Q0003_TC00523_01995","R0047_DABST013_01202","R0047_DADST035_01604","R0047_MH0081_01878","R0047_TC0201_01381","R0047_TH0405_01147","R0051_BC00101_01547","R0051_BC00115_01301","R0051_BC00306_01072","R0051_BH00403_02234","R0051_DADST084_02274","R0051_DADST088_01747","R0051_HK2002_01504","R0051_TC00219_01859","R0051_TC00402_01832","R0051_TC00505_02048"
"whiA","","Putative sporulation transcription regulator WhiA","53","53","1","1","2042","","","","944","944","944","Q0003_BC00102_00250","Q0003_BC00104_00560","Q0003_BC00105_00997","Q0003_BC00106_00450","Q0003_BC00107_00448","Q0003_BC00108_00722","Q0003_BC00110_00752","Q0003_BC00111_01288","Q0003_BC00117_00860","Q0003_BC00118_02563","Q0003_BC00201_00252","Q0003_BC00211_02064","Q0003_BC00303_00023","Q0003_BC00304_01333","Q0003_BC00310_01790","Q0003_BC00406_01808","Q0003_BC00410-2_00926","Q0003_BC00416_01558","Q0003_BH404_02514","Q0003_HB00604_01425","Q0003_MC00105_00521","Q0003_MC00111_00443","Q0003_MC00114-1_02417","Q0003_MC00115-2_00443","Q0003_MC00201_00910","Q0003_MC00203_00022","Q0003_MC00205_01452","Q0003_MC00210_01235","Q0003_MC00211_01009","Q0003_MC00214_01436","Q0003_MC00215_00877","Q0003_MC00216_01457","Q0003_MC0026_00993","Q0003_TC00102_01478","Q0003_TC00512_00250","Q0003_TC00516_01426","Q0003_TC00522_01250","Q0003_TC00523_01776","R0047_DABST013_00738","R0047_DADST035_02419","R0047_MH0081_01721","R0047_TC0201_01165","R0047_TH0405_00367","R0051_BC00101_00903","R0051_BC00115_02231","R0051_BC00306_00656","R0051_BH00403_00910","R0051_DADST084_00549","R0051_DADST088_02599","R0051_HK2002_00202","R0051_TC00219_01206","R0051_TC00402_00850","R0051_TC00505_00242"
"ahpC","","Alkyl hydroperoxide reductase subunit C","53","53","1","1","4597","","","","569","569","569","Q0003_BC00102_02360","Q0003_BC00104_02347","Q0003_BC00105_01753","Q0003_BC00106_02355","Q0003_BC00107_02359","Q0003_BC00108_00021","Q0003_BC00110_00021","Q0003_BC00111_00640","Q0003_BC00117_01756","Q0003_BC00118_00817","Q0003_BC00201_01908","Q0003_BC00211_01004","Q0003_BC00303_00609","Q0003_BC00304_00517","Q0003_BC00310_00602","Q0003_BC00406_00361","Q0003_BC00410-2_01734","Q0003_BC00416_00609","Q0003_BH404_02358","Q0003_HB00604_00832","Q0003_MC00105_02394","Q0003_MC00111_01805","Q0003_MC00114-1_01231","Q0003_MC00115-2_01804","Q0003_MC00201_00024","Q0003_MC00203_01899","Q0003_MC00205_00021","Q0003_MC00210_00517","Q0003_MC00211_01391","Q0003_MC00214_00905","Q0003_MC00215_00021","Q0003_MC00216_00629","Q0003_MC0026_00021","Q0003_TC00102_00425","Q0003_TC00512_02353","Q0003_TC00516_00834","Q0003_TC00522_00768","Q0003_TC00523_01314","R0047_DABST013_00029","R0047_DADST035_01781","R0047_MH0081_01245","R0047_TC0201_01796","R0047_TH0405_01042","R0051_BC00101_00021","R0051_BC00115_00282","R0051_BC00306_02173","R0051_BH00403_00631","R0051_DADST084_00859","R0051_DADST088_01319","R0051_HK2002_01177","R0051_TC00219_02424","R0051_TC00402_00326","R0051_TC00505_02597"
"groS","","10 kDa chaperonin","53","53","1","1","3933","","","","284","284","284","Q0003_BC00102_02481","Q0003_BC00104_02476","Q0003_BC00105_02407","Q0003_BC00106_02475","Q0003_BC00107_02480","Q0003_BC00108_02512","Q0003_BC00110_02563","Q0003_BC00111_02202","Q0003_BC00117_02531","Q0003_BC00118_02061","Q0003_BC00201_01761","Q0003_BC00211_01696","Q0003_BC00303_02130","Q0003_BC00304_02113","Q0003_BC00310_02313","Q0003_BC00406_02486","Q0003_BC00410-2_02136","Q0003_BC00416_02110","Q0003_BH404_02312","Q0003_HB00604_02118","Q0003_MC00105_01771","Q0003_MC00111_02057","Q0003_MC00114-1_01633","Q0003_MC00115-2_02122","Q0003_MC00201_02492","Q0003_MC00203_02408","Q0003_MC00205_02341","Q0003_MC00210_02566","Q0003_MC00211_01744","Q0003_MC00214_02433","Q0003_MC00215_02508","Q0003_MC00216_01997","Q0003_MC0026_02394","Q0003_TC00102_02286","Q0003_TC00512_02482","Q0003_TC00516_02199","Q0003_TC00522_02186","Q0003_TC00523_02034","R0047_DABST013_01411","R0047_DADST035_01717","R0047_MH0081_02352","R0047_TC0201_01668","R0047_TH0405_01738","R0051_BC00101_02558","R0051_BC00115_02421","R0051_BC00306_01032","R0051_BH00403_02509","R0051_DADST084_01970","R0051_DADST088_01876","R0051_HK2002_01380","R0051_TC00219_02328","R0051_TC00402_02047","R0051_TC00505_02454"
"perR","","Peroxide-responsive repressor PerR","53","53","1","1","3711","","","","446","446","446","Q0003_BC00102_01747","Q0003_BC00104_01581","Q0003_BC00105_01972","Q0003_BC00106_01855","Q0003_BC00107_01848","Q0003_BC00108_02282","Q0003_BC00110_02044","Q0003_BC00111_02393","Q0003_BC00117_01783","Q0003_BC00118_01796","Q0003_BC00201_01881","Q0003_BC00211_01599","Q0003_BC00303_02516","Q0003_BC00304_02232","Q0003_BC00310_02472","Q0003_BC00406_02082","Q0003_BC00410-2_02242","Q0003_BC00416_02304","Q0003_BH404_01636","Q0003_HB00604_02369","Q0003_MC00105_02304","Q0003_MC00111_02533","Q0003_MC00114-1_02541","Q0003_MC00115-2_02546","Q0003_MC00201_02259","Q0003_MC00203_02096","Q0003_MC00205_02153","Q0003_MC00210_02208","Q0003_MC00211_02314","Q0003_MC00214_02164","Q0003_MC00215_02271","Q0003_MC00216_02116","Q0003_MC0026_02010","Q0003_TC00102_02207","Q0003_TC00512_01849","Q0003_TC00516_02437","Q0003_TC00522_02382","Q0003_TC00523_02354","R0047_DABST013_02417","R0047_DADST035_01558","R0047_MH0081_02251","R0047_TC0201_01332","R0047_TH0405_01193","R0051_BC00101_01501","R0051_BC00115_01347","R0051_BC00306_00987","R0051_BH00403_02188","R0051_DADST084_02320","R0051_DADST088_01701","R0051_HK2002_01458","R0051_TC00219_01810","R0051_TC00402_01783","R0051_TC00505_01999"
"rpsM","","30S ribosomal protein S13","53","53","1","1","328","","","","365","365","365","Q0003_BC00102_01958","Q0003_BC00104_01954","Q0003_BC00105_01386","Q0003_BC00106_02033","Q0003_BC00107_02037","Q0003_BC00108_02385","Q0003_BC00110_02453","Q0003_BC00111_02299","Q0003_BC00117_01249","Q0003_BC00118_01691","Q0003_BC00201_01103","Q0003_BC00211_02323","Q0003_BC00303_01466","Q0003_BC00304_01901","Q0003_BC00310_00995","Q0003_BC00406_02031","Q0003_BC00410-2_02034","Q0003_BC00416_02208","Q0003_BH404_00922","Q0003_HB00604_01402","Q0003_MC00105_00498","Q0003_MC00111_00698","Q0003_MC00114-1_00423","Q0003_MC00115-2_00697","Q0003_MC00201_02310","Q0003_MC00203_02200","Q0003_MC00205_02264","Q0003_MC00210_02243","Q0003_MC00211_02365","Q0003_MC00214_02544","Q0003_MC00215_01845","Q0003_MC00216_02379","Q0003_MC0026_02131","Q0003_TC00102_02174","Q0003_TC00512_01959","Q0003_TC00516_01403","Q0003_TC00522_01009","Q0003_TC00523_01345","R0047_DABST013_00846","R0047_DADST035_01197","R0047_MH0081_00891","R0047_TC0201_00354","R0047_TH0405_01627","R0051_BC00101_02316","R0051_BC00115_01398","R0051_BC00306_00576","R0051_BH00403_02309","R0051_DADST084_02372","R0051_DADST088_01649","R0051_HK2002_00644","R0051_TC00219_00436","R0051_TC00402_01454","R0051_TC00505_01524"
"rpmI","","50S ribosomal protein L35","53","53","1","1","1182","","","","200","200","200","Q0003_BC00102_01576","Q0003_BC00104_01796","Q0003_BC00105_00425","Q0003_BC00106_01562","Q0003_BC00107_01559","Q0003_BC00108_01625","Q0003_BC00110_01416","Q0003_BC00111_01718","Q0003_BC00117_01476","Q0003_BC00118_00253","Q0003_BC00201_01034","Q0003_BC00211_01436","Q0003_BC00303_00995","Q0003_BC00304_01722","Q0003_BC00310_00415","Q0003_BC00406_01182","Q0003_BC00410-2_00122","Q0003_BC00416_01158","Q0003_BH404_00132","Q0003_HB00604_00365","Q0003_MC00105_00082","Q0003_MC00111_01984","Q0003_MC00114-1_01386","Q0003_MC00115-2_01959","Q0003_MC00201_01707","Q0003_MC00203_01326","Q0003_MC00205_01811","Q0003_MC00210_01358","Q0003_MC00211_01780","Q0003_MC00214_01795","Q0003_MC00215_01661","Q0003_MC00216_01701","Q0003_MC0026_01498","Q0003_TC00102_01134","Q0003_TC00512_01560","Q0003_TC00516_00082","Q0003_TC00522_01535","Q0003_TC00523_00365","R0047_DABST013_01578","R0047_DADST035_00081","R0047_MH0081_01405","R0047_TC0201_01110","R0047_TH0405_01494","R0051_BC00101_01366","R0051_BC00115_00747","R0051_BC00306_01299","R0051_BH00403_01553","R0051_DADST084_00276","R0051_DADST088_00596","R0051_HK2002_00955","R0051_TC00219_01110","R0051_TC00402_01717","R0051_TC00505_01105"
"group_4189","","hypothetical protein","53","53","1","1","3780","","","","173","173","173","Q0003_BC00102_01820","Q0003_BC00104_01507","Q0003_BC00105_02035","Q0003_BC00106_01929","Q0003_BC00107_01775","Q0003_BC00108_02602","Q0003_BC00110_02114","Q0003_BC00111_02248","Q0003_BC00117_01846","Q0003_BC00118_02288","Q0003_BC00201_01807","Q0003_BC00211_01670","Q0003_BC00303_02152","Q0003_BC00304_02161","Q0003_BC00310_02165","Q0003_BC00406_02559","Q0003_BC00410-2_02179","Q0003_BC00416_02157","Q0003_BH404_01699","Q0003_HB00604_02140","Q0003_MC00105_01793","Q0003_MC00111_02102","Q0003_MC00114-1_01832","Q0003_MC00115-2_02077","Q0003_MC00201_02572","Q0003_MC00203_02561","Q0003_MC00205_02315","Q0003_MC00210_02552","Q0003_MC00211_02608","Q0003_MC00214_02235","Q0003_MC00215_02602","Q0003_MC00216_02045","Q0003_MC0026_02517","Q0003_TC00102_02332","Q0003_TC00512_01776","Q0003_TC00516_02177","Q0003_TC00522_02164","Q0003_TC00523_02012","R0047_DABST013_01226","R0047_DADST035_01629","R0047_MH0081_01809","R0047_TC0201_01888","R0047_TH0405_01130","R0051_BC00101_02675","R0051_BC00115_02378","R0051_BC00306_01055","R0051_BH00403_02604","R0051_DADST084_01858","R0051_DADST088_01764","R0051_HK2002_02346","R0051_TC00219_01884","R0051_TC00402_01856","R0051_TC00505_02066"
"rutB","","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB","53","53","1","1","3774","","","","560","560","560","Q0003_BC00102_01807","Q0003_BC00104_01520","Q0003_BC00105_02030","Q0003_BC00106_01916","Q0003_BC00107_01788","Q0003_BC00108_02340","Q0003_BC00110_02102","Q0003_BC00111_02335","Q0003_BC00117_01841","Q0003_BC00118_01854","Q0003_BC00201_01820","Q0003_BC00211_01657","Q0003_BC00303_02157","Q0003_BC00304_02174","Q0003_BC00310_01518","Q0003_BC00406_02141","Q0003_BC00410-2_02184","Q0003_BC00416_02245","Q0003_BH404_01694","Q0003_HB00604_02145","Q0003_MC00105_01798","Q0003_MC00111_02108","Q0003_MC00114-1_01838","Q0003_MC00115-2_02071","Q0003_MC00201_02201","Q0003_MC00203_02154","Q0003_MC00205_02095","Q0003_MC00210_02150","Q0003_MC00211_02256","Q0003_MC00214_02222","Q0003_MC00215_02329","Q0003_MC00216_02058","Q0003_MC0026_02068","Q0003_TC00102_02265","Q0003_TC00512_01789","Q0003_TC00516_02172","Q0003_TC00522_02159","Q0003_TC00523_02007","R0047_DABST013_01214","R0047_DADST035_01616","R0047_MH0081_01890","R0047_TC0201_01393","R0047_TH0405_01135","R0051_BC00101_01559","R0051_BC00115_01289","R0051_BC00306_01060","R0051_BH00403_02246","R0051_DADST084_02262","R0051_DADST088_01759","R0051_HK2002_02256","R0051_TC00219_01871","R0051_TC00402_01844","R0051_TC00505_02060"
"nrdF","","Ribonucleoside-diphosphate reductase subunit beta","53","53","1","1","2006","","","","971","971","971","Q0003_BC00102_00215","Q0003_BC00104_00525","Q0003_BC00105_01032","Q0003_BC00106_00485","Q0003_BC00107_00483","Q0003_BC00108_00687","Q0003_BC00110_00787","Q0003_BC00111_01323","Q0003_BC00117_00895","Q0003_BC00118_00477","Q0003_BC00201_00217","Q0003_BC00211_01082","Q0003_BC00303_00058","Q0003_BC00304_01368","Q0003_BC00310_01745","Q0003_BC00406_00596","Q0003_BC00410-2_00961","Q0003_BC00416_01593","Q0003_BH404_01603","Q0003_HB00604_01460","Q0003_MC00105_00556","Q0003_MC00111_00478","Q0003_MC00114-1_00802","Q0003_MC00115-2_00478","Q0003_MC00201_00875","Q0003_MC00203_00057","Q0003_MC00205_01417","Q0003_MC00210_01200","Q0003_MC00211_00974","Q0003_MC00214_01401","Q0003_MC00215_00912","Q0003_MC00216_01422","Q0003_MC0026_01028","Q0003_TC00102_01443","Q0003_TC00512_00215","Q0003_TC00516_01461","Q0003_TC00522_01285","Q0003_TC00523_01741","R0047_DABST013_00773","R0047_DADST035_01418","R0047_MH0081_01686","R0047_TC0201_01130","R0047_TH0405_00402","R0051_BC00101_00868","R0051_BC00115_00326","R0051_BC00306_00621","R0051_BH00403_00875","R0051_DADST084_00514","R0051_DADST088_01211","R0051_HK2002_00167","R0051_TC00219_01241","R0051_TC00402_00815","R0051_TC00505_00207"
"group_4192","","hypothetical protein","53","53","1","1","2081","","","","236","236","236","Q0003_BC00102_00284","Q0003_BC00104_00860","Q0003_BC00105_00120","Q0003_BC00106_00416","Q0003_BC00107_00414","Q0003_BC00108_00755","Q0003_BC00110_00719","Q0003_BC00111_01255","Q0003_BC00117_01613","Q0003_BC00118_01519","Q0003_BC00201_00307","Q0003_BC00211_02031","Q0003_BC00303_02252","Q0003_BC00304_01300","Q0003_BC00310_02099","Q0003_BC00406_01841","Q0003_BC00410-2_00891","Q0003_BC00416_01481","Q0003_BH404_01804","Q0003_HB00604_02019","Q0003_MC00105_01903","Q0003_MC00111_00409","Q0003_MC00114-1_02446","Q0003_MC00115-2_00409","Q0003_MC00201_00943","Q0003_MC00203_02022","Q0003_MC00205_01485","Q0003_MC00210_01268","Q0003_MC00211_01042","Q0003_MC00214_01469","Q0003_MC00215_00844","Q0003_MC00216_01490","Q0003_MC0026_00960","Q0003_TC00102_02112","Q0003_TC00512_00284","Q0003_TC00516_02244","Q0003_TC00522_02076","Q0003_TC00523_01924","R0047_DABST013_00705","R0047_DADST035_00482","R0047_MH0081_02476","R0047_TC0201_02218","R0047_TH0405_00332","R0051_BC00101_00936","R0051_BC00115_02606","R0051_BC00306_00691","R0051_BH00403_00943","R0051_DADST084_02103","R0051_DADST088_02212","R0051_HK2002_02467","R0051_TC00219_00020","R0051_TC00402_00883","R0051_TC00505_00276"
"mnhB1","","Na(+)/H(+) antiporter subunit B1","53","53","1","1","2162","","","","428","428","428","Q0003_BC00102_00340","Q0003_BC00104_00916","Q0003_BC00105_00064","Q0003_BC00106_00360","Q0003_BC00107_00358","Q0003_BC00108_00811","Q0003_BC00110_00663","Q0003_BC00111_01199","Q0003_BC00117_01557","Q0003_BC00118_01463","Q0003_BC00201_00363","Q0003_BC00211_01975","Q0003_BC00303_02307","Q0003_BC00304_01244","Q0003_BC00310_00768","Q0003_BC00406_01897","Q0003_BC00410-2_00835","Q0003_BC00416_01425","Q0003_BH404_01859","Q0003_HB00604_02074","Q0003_MC00105_01958","Q0003_MC00111_00353","Q0003_MC00114-1_01767","Q0003_MC00115-2_00353","Q0003_MC00201_00999","Q0003_MC00203_02078","Q0003_MC00205_01541","Q0003_MC00210_01324","Q0003_MC00211_01098","Q0003_MC00214_01525","Q0003_MC00215_00788","Q0003_MC00216_01546","Q0003_MC0026_00904","Q0003_TC00102_02056","Q0003_TC00512_00340","Q0003_TC00516_02299","Q0003_TC00522_02131","Q0003_TC00523_01979","R0047_DABST013_00577","R0047_DADST035_00356","R0047_MH0081_02068","R0047_TC0201_00555","R0047_TH0405_01646","R0051_BC00101_02394","R0051_BC00115_01653","R0051_BC00306_01773","R0051_BH00403_00999","R0051_DADST084_02159","R0051_DADST088_02156","R0051_HK2002_00738","R0051_TC00219_00076","R0051_TC00402_01251","R0051_TC00505_00332"
"group_4194","","hypothetical protein","53","53","1","1","1206","","","","320","320","320","Q0003_BC00102_01600","Q0003_BC00104_01820","Q0003_BC00105_00449","Q0003_BC00106_01538","Q0003_BC00107_01535","Q0003_BC00108_01601","Q0003_BC00110_01440","Q0003_BC00111_01742","Q0003_BC00117_01452","Q0003_BC00118_00277","Q0003_BC00201_01010","Q0003_BC00211_01412","Q0003_BC00303_00971","Q0003_BC00304_01698","Q0003_BC00310_00391","Q0003_BC00406_01158","Q0003_BC00410-2_00149","Q0003_BC00416_01134","Q0003_BH404_00156","Q0003_HB00604_00341","Q0003_MC00105_00106","Q0003_MC00111_02008","Q0003_MC00114-1_01362","Q0003_MC00115-2_01935","Q0003_MC00201_01731","Q0003_MC00203_01302","Q0003_MC00205_01787","Q0003_MC00210_01382","Q0003_MC00211_01804","Q0003_MC00214_01771","Q0003_MC00215_01685","Q0003_MC00216_01725","Q0003_MC0026_01474","Q0003_TC00102_01158","Q0003_TC00512_01536","Q0003_TC00516_00106","Q0003_TC00522_01511","Q0003_TC00523_00341","R0047_DABST013_02073","R0047_DADST035_00105","R0047_MH0081_01429","R0047_TC0201_01086","R0047_TH0405_01518","R0051_BC00101_01390","R0051_BC00115_00723","R0051_BC00306_01323","R0051_BH00403_01577","R0051_DADST084_00252","R0051_DADST088_00572","R0051_HK2002_00980","R0051_TC00219_01086","R0051_TC00402_01125","R0051_TC00505_01081"
"sarR","","HTH-type transcriptional regulator SarR","53","53","1","1","400","","","","347","347","347","Q0003_BC00102_02026","Q0003_BC00104_02022","Q0003_BC00105_01317","Q0003_BC00106_01965","Q0003_BC00107_01969","Q0003_BC00108_01677","Q0003_BC00110_01661","Q0003_BC00111_02412","Q0003_BC00117_01180","Q0003_BC00118_02127","Q0003_BC00201_01171","Q0003_BC00211_01488","Q0003_BC00303_01399","Q0003_BC00304_01970","Q0003_BC00310_00927","Q0003_BC00406_02374","Q0003_BC00410-2_01965","Q0003_BC00416_01843","Q0003_BH404_00989","Q0003_HB00604_01335","Q0003_MC00105_00431","Q0003_MC00111_00765","Q0003_MC00114-1_00356","Q0003_MC00115-2_00764","Q0003_MC00201_01875","Q0003_MC00203_01378","Q0003_MC00205_01862","Q0003_MC00210_02461","Q0003_MC00211_01529","Q0003_MC00214_01923","Q0003_MC00215_01914","Q0003_MC00216_01869","Q0003_MC0026_02437","Q0003_TC00102_00539","Q0003_TC00512_02027","Q0003_TC00516_01336","Q0003_TC00522_01076","Q0003_TC00523_01412","R0047_DABST013_00913","R0047_DADST035_01264","R0047_MH0081_00824","R0047_TC0201_00286","R0047_TH0405_00830","R0051_BC00101_01588","R0051_BC00115_02020","R0051_BC00306_00509","R0051_BH00403_01720","R0051_DADST084_02463","R0051_DADST088_01579","R0051_HK2002_02563","R0051_TC00219_00504","R0051_TC00402_01387","R0051_TC00505_01457"
